sample_id,file_prefix,raw_sample_id,stage,tissue,sex,condition,infection_mode,biological_location,replicate,source_sample_id,batch,dataset,lane,run_accession,study_accession
SM_SP32_MIX_UNKN_R1_B1,SM_SP32_MIX_UNKN_R1_B1,X_32d_Sporocysts_R1,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,1,,B1,PRJEB32839,L1,ERR11178327,PRJEB32839
SM_SCH2_MAL_UNKN_R1_B1,SM_SCH2_MAL_UNKN_R1_B1,M_2d_Somules_R1,schistosomula_2d,whole_organism,male,unknown,,in vitro,1,,B1,PRJEB32839,L1,ERR11178329,PRJEB32839
SM_MIRA_MIX_UNKN_R3_B1,SM_MIRA_MIX_UNKN_R3_B1,X_Miracidia_R3,miracidium,whole_organism,mixed,unknown,,"Free-living, water",3,,B1,PRJEB32839,L1,ERR11178330,PRJEB32839
SM_AD26_FEM_UNKN_R1_B1,SM_AD26_FEM_UNKN_R1_B1,F_26d_Juveniles_R1,adult_26d,whole_organism,female,unknown,,Intramammalian,1,,B1,PRJEB32839,L1,ERR11178331,PRJEB32839
SM_SP32_MIX_UNKN_R2_B1,SM_SP32_MIX_UNKN_R2_B1,X_32d_Sporocysts_R2,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,2,,B1,PRJEB32839,L1,ERR11178336,PRJEB32839
SM_CERC_MIX_UNKN_R3_B1,SM_CERC_MIX_UNKN_R3_B1,X_Cercariae_R3,cercariae,whole_organism,mixed,unknown,,"Free-living, water",3,,B1,PRJEB32839,L1,ERR11178337,PRJEB32839
SM_SP32_MIX_UNKN_R3_B1,SM_SP32_MIX_UNKN_R3_B1,X_32d_Sporocysts_R3,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,3,,B1,PRJEB32839,L1,ERR11178341,PRJEB32839
SM_CERC_FEM_UNKN_R2_B1,SM_CERC_FEM_UNKN_R2_B1,F_Cercariae_R2,cercariae,whole_organism,female,unknown,,"Free-living, water",2,,B1,PRJEB32839,L1,ERR11178347,PRJEB32839
SM_CERC_FEM_UNKN_R4_B1,SM_CERC_FEM_UNKN_R4_B1,F_Cercariae_R4,cercariae,whole_organism,female,unknown,,"Free-living, water",4,,B1,PRJEB32839,L1,ERR11178351,PRJEB32839
SM_SCH2_MAL_UNKN_R2_B1,SM_SCH2_MAL_UNKN_R2_B1,M_2d_Somules_R2,schistosomula_2d,whole_organism,male,unknown,,in vitro,2,,B1,PRJEB32839,L2,ERR11178357,PRJEB32839
SM_MIRA_MIX_UNKN_R4_B1,SM_MIRA_MIX_UNKN_R4_B1,X_Miracidia_R4,miracidium,whole_organism,mixed,unknown,,"Free-living, water",4,,B1,PRJEB32839,L2,ERR11178358,PRJEB32839
SM_AD26_FEM_UNKN_R2_B1,SM_AD26_FEM_UNKN_R2_B1,F_26d_Juveniles_R2,adult_26d,whole_organism,female,unknown,,Intramammalian,2,,B1,PRJEB32839,L2,ERR11178359,PRJEB32839
SM_CERC_MAL_UNKN_R1_B1,SM_CERC_MAL_UNKN_R1_B1,M_Cercariae_R1,cercariae,whole_organism,male,unknown,,"Free-living, water",1,,B1,PRJEB32839,L2,ERR11178364,PRJEB32839
SM_SCH2_FEM_UNKN_R1_B1,SM_SCH2_FEM_UNKN_R1_B1,F_2d_Somules_R1,schistosomula_2d,whole_organism,female,unknown,,in vitro,1,,B1,PRJEB32839,L2,ERR11178375,PRJEB32839
SM_SCH2_MAL_UNKN_R4_B1,SM_SCH2_MAL_UNKN_R4_B1,M_2d_Somules_R4,schistosomula_2d,whole_organism,male,unknown,,in vitro,4,,B1,PRJEB32839,L2,ERR11178377,PRJEB32839
SM_SP05_MIX_UNKN_R4_B1,SM_SP05_MIX_UNKN_R4_B1,X_5d_Sporocysts_R4,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L2,ERR11178380,PRJEB32839
SM_CERC_MAL_UNKN_R3_B1,SM_CERC_MAL_UNKN_R3_B1,M_Cercariae_R3,cercariae,whole_organism,male,unknown,,"Free-living, water",3,,B1,PRJEB32839,L2,ERR11178383,PRJEB32839
SM_SP32_MAL_UNKN_R3_B1,SM_SP32_MAL_UNKN_R3_B1,M_32d_Sporocysts_R3,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,3,,B1,PRJEB32839,L2,ERR11178391,PRJEB32839
SM_CERC_MAL_UNKN_R4_B1,SM_CERC_MAL_UNKN_R4_B1,M_Cercariae_R4,cercariae,whole_organism,male,unknown,,"Free-living, water",4,,B1,PRJEB32839,L2,ERR11178392,PRJEB32839
SM_SCH2_FEM_UNKN_R3_B1,SM_SCH2_FEM_UNKN_R3_B1,F_2d_Somules_R3,schistosomula_2d,whole_organism,female,unknown,,in vitro,3,,B1,PRJEB32839,L2,ERR11178393,PRJEB32839
SM_AD26_MAL_UNKN_R1_B1,SM_AD26_MAL_UNKN_R1_B1,M_26d_Juveniles_R1,adult_26d,whole_organism,male,unknown,,Intramammalian,1,,B1,PRJEB32839,L2,ERR11178397,PRJEB32839
SM_SP32_FEM_UNKN_R1_B1,SM_SP32_FEM_UNKN_R1_B1,F_32d_Sporocysts_R1,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,1,,B1,PRJEB32839,L2,ERR11178398,PRJEB32839
SM_CERC_MAL_UNKN_R5_B1,SM_CERC_MAL_UNKN_R5_B1,M_Cercariae_R5,cercariae,whole_organism,male,unknown,,"Free-living, water",5,,B1,PRJEB32839,L2,ERR11178401,PRJEB32839
SM_SCH2_MIX_UNKN_R2_B1,SM_SCH2_MIX_UNKN_R2_B1,X_2d_Somules_R2,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,2,,B1,PRJEB32839,L2,ERR11178404,PRJEB32839
SM_SCH2_FEM_UNKN_R5_B1,SM_SCH2_FEM_UNKN_R5_B1,F_2d_Somules_R5,schistosomula_2d,whole_organism,female,unknown,,in vitro,5,,B1,PRJEB32839,L2,ERR11178411,PRJEB32839
SM_MIRA_MIX_UNKN_R2_B1,SM_MIRA_MIX_UNKN_R2_B1,X_Miracidia_R2,miracidium,whole_organism,mixed,unknown,,"Free-living, water",2,,B1,PRJEB32839,L2,ERR11178412,PRJEB32839
SM_AD26_MAL_UNKN_R3_B1,SM_AD26_MAL_UNKN_R3_B1,M_26d_Juveniles_R3,adult_26d,whole_organism,male,unknown,,Intramammalian,3,,B1,PRJEB32839,L2,ERR11178414,PRJEB32839
SM_SCH2_MAL_UNKN_R1_B1,SM_SCH2_MAL_UNKN_R1_B1,M_2d_Somules_R1,schistosomula_2d,whole_organism,male,unknown,,in vitro,1,,B1,PRJEB32839,L2,ERR11178419,PRJEB32839
SM_MIRA_MIX_UNKN_R3_B1,SM_MIRA_MIX_UNKN_R3_B1,X_Miracidia_R3,miracidium,whole_organism,mixed,unknown,,"Free-living, water",3,,B1,PRJEB32839,L2,ERR11178420,PRJEB32839
SM_AD26_FEM_UNKN_R1_B1,SM_AD26_FEM_UNKN_R1_B1,F_26d_Juveniles_R1,adult_26d,whole_organism,female,unknown,,Intramammalian,1,,B1,PRJEB32839,L2,ERR11178421,PRJEB32839
SM_AD26_MAL_UNKN_R4_B1,SM_AD26_MAL_UNKN_R4_B1,M_26d_Juveniles_R4,adult_26d,whole_organism,male,unknown,,Intramammalian,4,,B1,PRJEB32839,L2,ERR11178423,PRJEB32839
SM_SP32_MIX_UNKN_R2_B1,SM_SP32_MIX_UNKN_R2_B1,X_32d_Sporocysts_R2,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,2,,B1,PRJEB32839,L2,ERR11178426,PRJEB32839
SM_CERC_FEM_UNKN_R5_B1,SM_CERC_FEM_UNKN_R5_B1,F_Cercariae_R5,cercariae,whole_organism,female,unknown,,"Free-living, water",5,,B1,PRJEB32839,L2,ERR11178443,PRJEB32839
